0.05	0.35	0.05	0.1	1
0.05	0.35	0.05	0.1	2.5
0.05	0.35	0.05	0.1	5
0.05	0.35	0.05	0.1	7.5
0.05	0.35	0.05	0.1	9
0.05	0.35	0.05	0.25	1
0.05	0.35	0.05	0.25	2.5
0.05	0.35	0.05	0.25	5
0.05	0.35	0.05	0.25	7.5
0.05	0.35	0.05	0.25	9
0.05	0.35	0.05	0.5	1
0.05	0.35	0.05	0.5	2.5
0.05	0.35	0.05	0.5	5
0.05	0.35	0.05	0.5	7.5
0.05	0.35	0.05	0.5	9
0.05	0.35	0.05	0.75	1
0.05	0.35	0.05	0.75	2.5
0.05	0.35	0.05	0.75	5
0.05	0.35	0.05	0.75	7.5
0.05	0.35	0.05	0.75	9
0.05	0.35	0.05	0.9	1
0.05	0.35	0.05	0.9	2.5
0.05	0.35	0.05	0.9	5
0.05	0.35	0.05	0.9	7.5
0.05	0.35	0.05	0.9	9
0.125	0.875	0.125	0.1	1
0.125	0.875	0.125	0.1	2.5
0.125	0.875	0.125	0.1	5
0.125	0.875	0.125	0.1	7.5
0.125	0.875	0.125	0.1	9
0.125	0.875	0.125	0.25	1
0.125	0.875	0.125	0.25	2.5
0.125	0.875	0.125	0.25	5
0.125	0.875	0.125	0.25	7.5
0.125	0.875	0.125	0.25	9
0.125	0.875	0.125	0.5	1
0.125	0.875	0.125	0.5	2.5
0.125	0.875	0.125	0.5	5
0.125	0.875	0.125	0.5	7.5
0.125	0.875	0.125	0.5	9
0.125	0.875	0.125	0.75	1
0.125	0.875	0.125	0.75	2.5
0.125	0.875	0.125	0.75	5
0.125	0.875	0.125	0.75	7.5
0.125	0.875	0.125	0.75	9
0.125	0.875	0.125	0.9	1
0.125	0.875	0.125	0.9	2.5
0.125	0.875	0.125	0.9	5
0.125	0.875	0.125	0.9	7.5
0.125	0.875	0.125	0.9	9
0.25	1.75	0.25	0.1	1
0.25	1.75	0.25	0.1	2.5
0.25	1.75	0.25	0.1	5
0.25	1.75	0.25	0.1	7.5
0.25	1.75	0.25	0.1	9
0.25	1.75	0.25	0.25	1
0.25	1.75	0.25	0.25	2.5
0.25	1.75	0.25	0.25	5
0.25	1.75	0.25	0.25	7.5
0.25	1.75	0.25	0.25	9
0.25	1.75	0.25	0.5	1
0.25	1.75	0.25	0.5	2.5
0.25	1.75	0.25	0.5	5
0.25	1.75	0.25	0.5	7.5
0.25	1.75	0.25	0.5	9
0.25	1.75	0.25	0.75	1
0.25	1.75	0.25	0.75	2.5
0.25	1.75	0.25	0.75	5
0.25	1.75	0.25	0.75	7.5
0.25	1.75	0.25	0.75	9
0.25	1.75	0.25	0.9	1
0.25	1.75	0.25	0.9	2.5
0.25	1.75	0.25	0.9	5
0.25	1.75	0.25	0.9	7.5
0.25	1.75	0.25	0.9	9
0.375	2.625	0.375	0.1	1
0.375	2.625	0.375	0.1	2.5
0.375	2.625	0.375	0.1	5
0.375	2.625	0.375	0.1	7.5
0.375	2.625	0.375	0.1	9
0.375	2.625	0.375	0.25	1
0.375	2.625	0.375	0.25	2.5
0.375	2.625	0.375	0.25	5
0.375	2.625	0.375	0.25	7.5
0.375	2.625	0.375	0.25	9
0.375	2.625	0.375	0.5	1
0.375	2.625	0.375	0.5	2.5
0.375	2.625	0.375	0.5	5
0.375	2.625	0.375	0.5	7.5
0.375	2.625	0.375	0.5	9
0.375	2.625	0.375	0.75	1
0.375	2.625	0.375	0.75	2.5
0.375	2.625	0.375	0.75	5
0.375	2.625	0.375	0.75	7.5
0.375	2.625	0.375	0.75	9
0.375	2.625	0.375	0.9	1
0.375	2.625	0.375	0.9	2.5
0.375	2.625	0.375	0.9	5
0.375	2.625	0.375	0.9	7.5
0.375	2.625	0.375	0.9	9
0.45	3.15	0.45	0.1	1
0.45	3.15	0.45	0.1	2.5
0.45	3.15	0.45	0.1	5
0.45	3.15	0.45	0.1	7.5
0.45	3.15	0.45	0.1	9
0.45	3.15	0.45	0.25	1
0.45	3.15	0.45	0.25	2.5
0.45	3.15	0.45	0.25	5
0.45	3.15	0.45	0.25	7.5
0.45	3.15	0.45	0.25	9
0.45	3.15	0.45	0.5	1
0.45	3.15	0.45	0.5	2.5
0.45	3.15	0.45	0.5	5
0.45	3.15	0.45	0.5	7.5
0.45	3.15	0.45	0.5	9
0.45	3.15	0.45	0.75	1
0.45	3.15	0.45	0.75	2.5
0.45	3.15	0.45	0.75	5
0.45	3.15	0.45	0.75	7.5
0.45	3.15	0.45	0.75	9
0.45	3.15	0.45	0.9	1
0.45	3.15	0.45	0.9	2.5
0.45	3.15	0.45	0.9	5
0.45	3.15	0.45	0.9	7.5
0.45	3.15	0.45	0.9	9
