0.05	0.35	0.05	0.1	1
0.05	0.35	0.05	0.1	1.25
0.05	0.35	0.05	0.1	2.5
0.05	0.35	0.05	0.1	3.75
0.05	0.35	0.05	0.1	5
0.05	0.35	0.05	0.1	6.25
0.05	0.35	0.05	0.1	7.5
0.05	0.35	0.05	0.1	8.75
0.05	0.35	0.05	0.1	9
0.05	0.35	0.05	0.125	1
0.05	0.35	0.05	0.125	1.25
0.05	0.35	0.05	0.125	2.5
0.05	0.35	0.05	0.125	3.75
0.05	0.35	0.05	0.125	5
0.05	0.35	0.05	0.125	6.25
0.05	0.35	0.05	0.125	7.5
0.05	0.35	0.05	0.125	8.75
0.05	0.35	0.05	0.125	9
0.05	0.35	0.05	0.25	1
0.05	0.35	0.05	0.25	1.25
0.05	0.35	0.05	0.25	2.5
0.05	0.35	0.05	0.25	3.75
0.05	0.35	0.05	0.25	5
0.05	0.35	0.05	0.25	6.25
0.05	0.35	0.05	0.25	7.5
0.05	0.35	0.05	0.25	8.75
0.05	0.35	0.05	0.25	9
0.05	0.35	0.05	0.375	1
0.05	0.35	0.05	0.375	1.25
0.05	0.35	0.05	0.375	2.5
0.05	0.35	0.05	0.375	3.75
0.05	0.35	0.05	0.375	5
0.05	0.35	0.05	0.375	6.25
0.05	0.35	0.05	0.375	7.5
0.05	0.35	0.05	0.375	8.75
0.05	0.35	0.05	0.375	9
0.05	0.35	0.05	0.5	1
0.05	0.35	0.05	0.5	1.25
0.05	0.35	0.05	0.5	2.5
0.05	0.35	0.05	0.5	3.75
0.05	0.35	0.05	0.5	5
0.05	0.35	0.05	0.5	6.25
0.05	0.35	0.05	0.5	7.5
0.05	0.35	0.05	0.5	8.75
0.05	0.35	0.05	0.5	9
0.05	0.35	0.05	0.625	1
0.05	0.35	0.05	0.625	1.25
0.05	0.35	0.05	0.625	2.5
0.05	0.35	0.05	0.625	3.75
0.05	0.35	0.05	0.625	5
0.05	0.35	0.05	0.625	6.25
0.05	0.35	0.05	0.625	7.5
0.05	0.35	0.05	0.625	8.75
0.05	0.35	0.05	0.625	9
0.05	0.35	0.05	0.75	1
0.05	0.35	0.05	0.75	1.25
0.05	0.35	0.05	0.75	2.5
0.05	0.35	0.05	0.75	3.75
0.05	0.35	0.05	0.75	5
0.05	0.35	0.05	0.75	6.25
0.05	0.35	0.05	0.75	7.5
0.05	0.35	0.05	0.75	8.75
0.05	0.35	0.05	0.75	9
0.05	0.35	0.05	0.875	1
0.05	0.35	0.05	0.875	1.25
0.05	0.35	0.05	0.875	2.5
0.05	0.35	0.05	0.875	3.75
0.05	0.35	0.05	0.875	5
0.05	0.35	0.05	0.875	6.25
0.05	0.35	0.05	0.875	7.5
0.05	0.35	0.05	0.875	8.75
0.05	0.35	0.05	0.875	9
0.05	0.35	0.05	0.9	1
0.05	0.35	0.05	0.9	1.25
0.05	0.35	0.05	0.9	2.5
0.05	0.35	0.05	0.9	3.75
